date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-12 15:24:32,HerosFarley,dimacgarcia,0,0,0,"Deu cada furo...",,,,1227614470849138688,https://twitter.com/HerosFarley/status/1227614470849138688
2020-02-12 15:23:30,ThiagoBarbosaM8,UOL,0,0,1,"Deu furo de reportagem kkkkkk ",,,,1227614209380360194,https://twitter.com/ThiagoBarbosaM8/status/1227614209380360194
2020-02-12 15:22:36,renanppacheco,leandroruschel,0,0,0,"E deu o furo pelo PT hahahaha",,,,1227613982820794369,https://twitter.com/renanppacheco/status/1227613982820794369
2020-02-12 15:20:19,castiglinoi,JoaquinTeixeira,0,0,0,"A jornalista deu um furo de reportagem. Kkk",,,,1227613409803411457,https://twitter.com/castiglinoi/status/1227613409803411457
2020-02-12 15:19:02,andranilo,camposmello,0,0,0,"Já deu o furo hj ?? ... piada .!",,,,1227613088431644673,https://twitter.com/andranilo/status/1227613088431644673
2020-02-12 15:18:47,1964retorno3,,0,0,0,"Caralho, a @camposmello é feia pra caralho mesmo, por isto seu FURO de reportagem não deu certo!!!",,@camposmello,,1227613023856140293,https://twitter.com/1964retorno3/status/1227613023856140293
2020-02-12 15:15:19,snotarnicola,,0,0,1,"ATENÇÃO. Você do @folha @RedeGlobo e da impressa esquerdista, desonesta, que ataca e denigre a imagem de qualquer um sem medo e pudor... JÁ DEU O ""FURO"" HOJE? Não? Então corre seu hipócritas.",,@folha @RedeGlobo,,1227612150614626304,https://twitter.com/snotarnicola/status/1227612150614626304
2020-02-12 15:14:22,1964retorno3,brunoboghossian,0,0,0,"O FURO de reportagem dela não deu certo!!!",,,,1227611912826949632,https://twitter.com/1964retorno3/status/1227611912826949632
2020-02-12 15:13:55,FabioQuintanil3,,0,0,0,"Literalmente deu o furo lkkkkkkkkkkllklk.... #FolhaLixo #B38ate2026",,,#FolhaLixo #B38ate2026,1227611797508829185,https://twitter.com/FabioQuintanil3/status/1227611797508829185
2020-02-12 15:13:38,RobertoLegey,AndreiaSadi,0,0,1,"O mais importante de tudo: onde estão as provas do que a @camposmello publicou na Folha???? Andrea Sadi, fale um pouco sobre isso. Pouco importa se ela deu o furo ou não. Queremos as provas!!!!",,@camposmello,,1227611729942786049,https://twitter.com/RobertoLegey/status/1227611729942786049
2020-02-12 15:09:26,deni59,leandroruschel,0,0,0,"E o fato mais importante...tem que ser elucidado:... Ela deu o ¨furo¨pra conseguir o furo ou não???????????? ",,,,1227610671740805123,https://twitter.com/deni59/status/1227610671740805123
2020-02-12 15:07:24,NillMaster,camposmello,0,0,0,"Publica tambem seu furo pra nos ver como esta! Se prova que não deu o Furo por um furo de reportagem!",,,,1227610157183578113,https://twitter.com/NillMaster/status/1227610157183578113
2020-02-12 15:06:55,DaniloSabino14,camposmello,0,0,0,"Deu o furo da reportagem.",,,,1227610038740684803,https://twitter.com/DaniloSabino14/status/1227610038740684803
2020-02-12 15:06:47,ZeRicadaBaixada,folha,0,0,0,"Kkkkkkkk só pq ela deu o furo de reportagem",,,,1227610002417995777,https://twitter.com/ZeRicadaBaixada/status/1227610002417995777
2020-02-12 15:05:07,robertaelke,AndreiaSadi,0,0,1,"Ela deu o furo pq quis.. mulher empoderada kkkkk ",,,,1227609585265057794,https://twitter.com/robertaelke/status/1227609585265057794
2020-02-12 15:03:51,svil2019,o_desalarmista,0,0,1,"@diogomainardi já deu o furo hoje?",,@diogomainardi,,1227609266376200193,https://twitter.com/svil2019/status/1227609266376200193
2020-02-12 15:03:43,leojaco25,Flags1996,2,0,3,"Não entendi. Ela deu ""furo"" de reportagem, ou queria o ""furo"" de reportagem? Ela deu o furo pelo furo, ou queria o furo pra dar o furo? Afinal, o furo dela era de reportagem, ou era o furo dele que ela queria?",,,,1227609232595456000,https://twitter.com/leojaco25/status/1227609232595456000
2020-02-12 15:01:52,reynaldofm,folha,0,0,1,"E a Folha já deu ""o furo"" jornalístico???",,,,1227608765517770753,https://twitter.com/reynaldofm/status/1227608765517770753
2020-02-12 15:00:44,queenmalfoyy,,1,0,0,"A PARTE 3 DE SABRINA FOI BOA SIM única merda foram os musicais que não tiveram nada a ver kkkk mas o resto foi muito bom e não teve furo NENHUM o lance do tempo talvez pode ter furo NA PARTE 4 mas por enquanto deu tudo certo e fechou direitinho ",,,,1227608480678367232,https://twitter.com/queenmalfoyy/status/1227608480678367232
2020-02-12 14:57:43,NeideaLima,paulomessa,0,0,1,"Verdade sabe-se lá quantos furos ela deu com o furo",,,,1227607722092306432,https://twitter.com/NeideaLima/status/1227607722092306432
2020-02-12 14:57:13,mastermindhomes,ladyrasta,1,0,0,"Ela só deu o furo",,,,1227607598549151744,https://twitter.com/mastermindhomes/status/1227607598549151744
2020-02-12 14:56:40,fssimao,gugachacra,1,0,1,"Você deu RT e ela deu o furo! Continuem.",,,,1227607456995561472,https://twitter.com/fssimao/status/1227607456995561472
2020-02-12 14:55:01,m1k1mb4,AndreiaSadi,0,0,0,"Olha quem deu as caras outra que gosta de dar o furo. ",,,,1227607040962580480,https://twitter.com/m1k1mb4/status/1227607040962580480
2020-02-12 14:51:37,N0strom_o,camposmello,0,0,0,"Mas e o furo? Cê deu ou não?",,,,1227606187081895936,https://twitter.com/N0strom_o/status/1227606187081895936
2020-02-12 14:50:12,PSonserina,camposmello,0,0,0,"Antes de dormi a Patrícia deu o furo",,,,1227605831233015810,https://twitter.com/PSonserina/status/1227605831233015810
2020-02-12 14:49:36,01joaoM,AndreiaSadi,0,0,0,"Sadi vc já deu em troca de furo de reportagem?",,,,1227605678967214081,https://twitter.com/01joaoM/status/1227605678967214081
2020-02-12 14:45:00,tambasco_jt,senadorhumberto,0,0,2,"@ptbrasil deu um tiro no pé Agora vão assassinar a reputação da testemunha @HansRiverDoRio ? AGORA A FONTE DO FURO DE JORNALISMO NÃO É CONFIÁVEL? Cadê a ética no jornalismo? A TESTEMUNHA NÃO SE ACOVARDOU, como @rfalcao13 queria @EuSouMBC",,@ptbrasil @HansRiverDoRio @rfalcao13 @EuSouMBC,,1227604523306405889,https://twitter.com/tambasco_jt/status/1227604523306405889
2020-02-12 14:41:31,renatowski17,camposmello,0,1,1,"Deu o furo mesmo, hein",,,,1227603644360601600,https://twitter.com/renatowski17/status/1227603644360601600
